file_name	patient_id
HIP00110.txt	0
HIP00169.txt	1
HIP00594.txt	2
HIP00602.txt	3
HIP00614.txt	4
HIP00640.txt	5
HIP00707.txt	6
HIP00710.txt	7
HIP00715.txt	8
HIP00728.txt	9
HIP00734.txt	10
HIP00761.txt	11
HIP00769.txt	12
HIP00771.txt	13
HIP00773.txt	14
HIP00775.txt	15
HIP00777.txt	16
HIP00779.txt	17
HIP00805.txt	18
HIP00813.txt	19
HIP00819.txt	20
HIP00822.txt	21
HIP00825.txt	22
HIP00826.txt	23
HIP00832.txt	24
HIP00838.txt	25
HIP00851.txt	26
HIP00869.txt	27
HIP00898.txt	28
HIP00904.txt	29
HIP00924.txt	30
HIP00926.txt	31
HIP00934.txt	32
HIP00951.txt	33
HIP00971.txt	34
HIP00985.txt	35
HIP00997.txt	36
HIP00999.txt	37
HIP01004.txt	38
HIP01022.txt	39
HIP01055.txt	40
HIP01091.txt	41
HIP01129.txt	42
HIP01140.txt	43
HIP01160.txt	44
HIP01161.txt	45
HIP01162.txt	46
HIP01180.txt	47
HIP01181.txt	48
HIP01197.txt	49
HIP01206.txt	50
HIP01218.txt	51
HIP01219.txt	52
HIP01220.txt	53
HIP01223.txt	54
HIP01232.txt	55
HIP01253.txt	56
HIP01255.txt	57
HIP01264.txt	58
HIP01266.txt	59
HIP01298.txt	60
HIP01313.txt	61
HIP01359.txt	62
HIP01384.txt	63
HIP01391.txt	64
HIP01392.txt	65
HIP01393.txt	66
HIP01465.txt	67
HIP01470.txt	68
HIP01499.txt	69
HIP01501.txt	70
HIP01571.txt	71
HIP01582.txt	72
HIP01596.txt	73
HIP01597.txt	74
HIP01765.txt	75
HIP01795.txt	76
HIP01797.txt	77
HIP01798.txt	78
HIP01805.txt	79
HIP01820.txt	80
HIP01850.txt	81
HIP01856.txt	82
HIP01865.txt	83
HIP01867.txt	84
HIP01870.txt	85
HIP01947.txt	86
HIP02024.txt	87
HIP02078.txt	88
HIP02090.txt	89
HIP02103.txt	90
HIP02112.txt	91
HIP02126.txt	92
HIP02271.txt	93
HIP02663.txt	94
HIP02734.txt	95
HIP02737.txt	96
HIP02742.txt	97
HIP02780.txt	98
HIP02790.txt	99
HIP02805.txt	100
HIP02811.txt	101
HIP02820.txt	102
HIP02848.txt	103
HIP02855.txt	104
HIP02873.txt	105
HIP02875.txt	106
HIP02877.txt	107
HIP02928.txt	108
HIP02931.txt	109
HIP02947.txt	110
HIP02962.txt	111
HIP02997.txt	112
HIP03004.txt	113
HIP03099.txt	114
HIP03107.txt	115
HIP03111.txt	116
HIP03125.txt	117
HIP03184.txt	118
HIP03194.txt	119
HIP03197.txt	120
HIP03216.txt	121
HIP03228.txt	122
HIP03233.txt	123
HIP03236.txt	124
HIP03275.txt	125
HIP03370.txt	126
HIP03378.txt	127
HIP03381.txt	128
HIP03383.txt	129
HIP03385.txt	130
HIP03484.txt	131
HIP03494.txt	132
HIP03495.txt	133
HIP03502.txt	134
HIP03505.txt	135
HIP03511.txt	136
HIP03591.txt	137
HIP03592.txt	138
HIP03597.txt	139
HIP03618.txt	140
HIP03628.txt	141
HIP03630.txt	142
HIP03651.txt	143
HIP03677.txt	144
HIP03678.txt	145
HIP03685.txt	146
HIP03693.txt	147
HIP03695.txt	148
HIP03720.txt	149
HIP03732.txt	150
HIP03746.txt	151
HIP03807.txt	152
HIP03812.txt	153
HIP03814.txt	154
HIP04455.txt	155
HIP04464.txt	156
HIP04471.txt	157
HIP04475.txt	158
HIP04480.txt	159
HIP04498.txt	160
HIP04509.txt	161
HIP04510.txt	162
HIP04511.txt	163
HIP04527.txt	164
HIP04532.txt	165
HIP04545.txt	166
HIP04552.txt	167
HIP04555.txt	168
HIP04576.txt	169
HIP04578.txt	170
HIP04597.txt	171
HIP04605.txt	172
HIP04611.txt	173
HIP04634.txt	174
HIP04958.txt	175
HIP05311.txt	176
HIP05331.txt	177
HIP05377.txt	178
HIP05388.txt	179
HIP05390.txt	180
HIP05398.txt	181
HIP05405.txt	182
HIP05409.txt	183
HIP05434.txt	184
HIP05437.txt	185
HIP05444.txt	186
HIP05455.txt	187
HIP05460.txt	188
HIP05467.txt	189
HIP05524.txt	190
HIP05533.txt	191
HIP05535.txt	192
HIP05540.txt	193
HIP05551.txt	194
HIP05552.txt	195
HIP05559.txt	196
HIP05561.txt	197
HIP05563.txt	198
HIP05574.txt	199
HIP05578.txt	200
HIP05590.txt	201
HIP05595.txt	202
HIP05665.txt	203
HIP05757.txt	204
HIP05763.txt	205
HIP05815.txt	206
HIP05817.txt	207
HIP05832.txt	208
HIP05838.txt	209
HIP05841.txt	210
HIP05934.txt	211
HIP05941.txt	212
HIP05942.txt	213
HIP05948.txt	214
HIP05960.txt	215
HIP06191.txt	216
HIP07754.txt	217
HIP08076.txt	218
HIP08200.txt	219
HIP08223.txt	220
HIP08230.txt	221
HIP08236.txt	222
HIP08305.txt	223
HIP08337.txt	224
HIP08339.txt	225
HIP08345.txt	226
HIP08346.txt	227
HIP08389.txt	228
HIP08399.txt	229
HIP08400.txt	230
HIP08439.txt	231
HIP08499.txt	232
